,bengali_text,result
4390,তাঁর চিত্রগুলিতে  অনুভূতি রয়েছে যে তারা আপনাকে পুরোপুরি উদাসীন রেখে দেয়।,1
4391,"বইয়ের সাথে কথা বলুন , তিনি জীবনের অনেক গোপনীয়তা খুলবেন।",0
4392,"ধৈর্য ধরুন , অবিচ্ছিন্নভাবে কাজ করুন , সাফল্য অবশ্যই দেরিতে পাওয়া যাবে , এটি জ্ঞানের ফলাফল।",0
4393,"সূর্যের রশ্মি আলিঙ্গন করুন , হাসির রঙগুলি দিয়ে নতুন দিনটি সাজান",0
4394,"প্রথম বইটি খোলার রোমাঞ্চ , জ্ঞানের ছোঁয়া দরজা খোলার।",0
4395,"গল্পগুলি বাতাসে বলুন , অঙ্গভঙ্গিতে স্বপ্নগুলি জাগ্রত করুন , নাচের রঙগুলি ছড়িয়ে দিন।",0
4396,"তাদের জন্য অর্থ খাওয়া জীবনের একমাত্র লক্ষ্য , তারা স্বপ্ন এবং সুখকে ভুলে গেছে !",1
4397,"স্বপ্নকে স্বপ্ন দিন , তারা আকাশকে স্পর্শ করবে , এটিকে নতুন উচ্চতায় নিয়ে যাবে।",0
4398,নতুন প্রজন্ম মনে করে যে তারা সমস্ত কিছু জানে তবে বাস্তবে তারা কিছুই জানে না !,1
4399,"এটি জিমের যাদু , দু'দিন এবং  অর্জন নয় !",1
4400,নতুন প্রজন্ম মনে করে যে তারা সমস্ত কিছু জানে তবে বাস্তবে তারা কিছুই জানে না !,1
4401,"The। মায়ের কোলে শান্তি সন্ধান করুন , প্রেমে বড়  এবং বিশ্বকে আলিঙ্গন করুন।",0
4402,"অন্যের সুখের সাথে জড়িত  , নিজেকে ফুল ফোটান।",0
4403,"নদীর প্রবাহ হোন , অন্যের জীবনকে সেচ দিন।",0
4404,"নেকলেসকে একটি সিঁড়ি তৈরি করুন , পরবর্তী জয়ের ভিত্তি রাখুন এবং শক্তিশালী হয়ে উঠতে এগিয়ে যান",0
4405,গুজরাটি খাবারগুলি সুস্বাদু এবং বৈচিত্র্যময়।,0
4406,"বাতাস প্রবাহিত হলে নমনীয় হোন , আপনার গন্তব্যটি নিজেই স্থির করুন।",0
4407,"সূর্যের রশ্মিতে স্নান করুন , প্রত্যাশার ফুলগুলি ফুল ফোটে , হাসি।",0
4408,"সত্যতার সাথে লাইভ করুন , সত্যের পথে চলুন , জীবন  হবে।",0
4409,শিশুকে বুদবুদ বানানোর মতো পদার্থবিজ্ঞানের নিয়মগুলি ভাঙা  সহজ।,1
4410,আমার ওয়ার্কআউটের লক্ষ্য হ'ল পোশাকের লেবেলে লেখা কেবল একটি `` ফিট '' দেখতে !,1
4411,"গান গাই , নাচ , সুখের রঙে জীবন পূরণ করুন।",0
4412,"ফুলের মতো ফুল ফোটে , বিশ্বকে হাসি।",0
4413,"উন্নয়নের প্রতিশ্রুতি , জনসাধারণের প্রত্যাশা , নির্বাচনের  ইস্যু।",0
4414,আমি আশা করি  বিশ্বকে  ভাল জায়গা করে তুলবে।,1
4415,"নদীর মতো প্রবাহিত , থামবেন না , মেঝেটির দিকে এগিয়ে চলুন , তরঙ্গগুলি অতিক্রম করুন।",0
4416,"আপনি যদি একটু কাজ করতে বলেন , তবে তারা অবিলম্বে ক্লান্ত হয়ে পড়ে , আমি ইচ্ছা করি ! এটি কিছুটা পুরানো -ফ্যাশনযুক্ত কঠোর পরিশ্রম  !",1
4417,"সূর্যের ডুবে যাওয়ার পরে চাঁদের উজ্জ্বলতা , পথটি অন্ধকারেও স্বপ্ন দেখিয়েছিল।",0
4418,"প্রতিদিন নতুন কিছু শিখুন , জ্ঞানের প্রদীপটি হালকা রাখুন।",0
4419,"সূর্যের রশ্মিতে স্নান করুন , প্রত্যাশার ফুলগুলি প্রস্ফুটিত হবে।",0
4420,"The। নদীর তীরে হাঁটার পা , জীবনের স্রোতের সাথে প্রবাহিত স্বপ্নগুলি।",0
4421,"দাদির গল্পগুলিতে হারানো , জীবনের ধাঁধাগুলি সমাধান করার আবেগ।",0
4422,"প্রত্যেকে সোশ্যাল মিডিয়ায় সত্যিকারের ভালবাসার সন্ধান করছে , তবে কেবল নাটক পান !",1
4423,"ভুলের সাথে সুদার ,  ভাল ব্যক্তি হওয়ার পথে অবিচ্ছিন্নভাবে হাঁটুন।",0
4424,"জীবন একটি উন্মুক্ত  , এটি প্রতি মুহুর্তে একটি নতুন অধ্যায় লিখে।",0
4425,"হাসতে হাসতে লাইভ করুন , প্রতিটি মুহুর্ত উপভোগ করুন এবং হাসি দিয়ে জীবনের গানটি গান করুন। ( কল্পনা করুন যে কোনও ব্যক্তি চোখ বন্ধ করে আন্তরিকভাবে হাসছেন )",0
4426,"বন্ধুদের পাশে হাসুন , হার্ট ট্রেজারিতে সুন্দর স্মৃতি সংরক্ষণ করুন",0
4427,"বইয়ের জ্ঞানের দ্বারা আলোকিত  , প্রতি মুহুর্তে নতুন কিছু শিখুন এবং বিশ্বকে আলোকিত করুন",0
4428,"রাবানী নদী রাখুন , ক্রমাগত মেঝেটির দিকে প্রবাহিত করুন।",0
4429,"স্বপ্নগুলি বায়ু দিন , তারা উঁচুতে উড়ে যাবে , তাদের নতুন উচ্চতায় নিয়ে যাবে।",0
4430,"বিভিন্ন মুখ ,  মারধর , জীবনের সুখ ভাগ করে নেওয়া।",0
4431,"ডেটা রাখে , তবুও আমি আমার মেজাজ বলতে পারি না।",1
4432,"অন্যকে সহায়তা করতে , সুখ ভাগ করে নিতে , নিজেকে বাড়াতে হাত বাড়ান।",0
4433,"আমি যা ব্যবহার করছি , এটি কেবল একটি ভান , বাস্তবে আমি সোনার জন্য একটি অজুহাত খুঁজছি।",1
4434,"এটি ব্যাংক , এটি ধনী লোকদের   দেওয়ার একমাত্র উপায় , দরিদ্রদেরও   নেওয়ার অধিকারও নেই।",1
4435,"Mother। মায়ের কোলে শান্তি সন্ধান করুন , সুরক্ষা বৃত্তে বড়  এবং বিশ্বকে আলিঙ্গন করুন।",0
4436,"কোডিং স্পার্কস , সৃজনশীলতার নতুন আলো।",0
4437,`` আমি মনে করি আপনি  শিল্পী হিসাবে জালিয়াতি। '',1
4438,`` আমি বিশ্বাস করি না যে আপনি  খারাপ চিত্র তৈরি করতে পারেন। '',1
4439,"ভুল থেকে শিখতে হবে , শক্তিশালী হতে হবে , এগিয়ে যান।",0
4440,"নির্বাচন একটি সুযোগ ,  ভাল নেতৃত্ব নির্বাচন করুন।",0
4441,"অন্যকে সহায়তা করতে , সুখ ভাগ করে নিতে এবং বাড়ানোর জন্য হাতটি প্রসারিত করুন।",0
4442,ভাদোদার লক্ষ্মী বিলাস প্যালেস রাজকীয় স্থাপত্যের উদাহরণ।,0
4443,এগুলি  সুন্দর যে চাঁদও তাদের সামনে লজ্জা পেতে পারে !,1
4444,"ধৈর্য্যের একটি প্রদীপ আলোকিত করুন , সম্পর্কের নদী শান্ত প্রবাহিত হবে।",0
4445,"একগুঁয়েমিকে শক্তিশালী করুন , দুর্বলতাগুলিকে পরাস্ত করুন , ফিটনেসের শব্দটি নিজেই খেলুন।",0
4446,"The। গ্রাফিক্সের রঙিন বিশ্ব , ভার্চুয়াল সোলসের একটি ট্রিপ।",0
4447,"কর্ম ভাগ ভাগ করে নেয় , কঠোর পরিশ্রম করে , আপনি অবশ্যই সাফল্য পাবেন।",0
4448,"বইয়ের জ্ঞান দ্বারা আলোকিত  , প্রতি মুহুর্তে নতুন কিছু শিখুন এবং আপনার বিশ্বকে আলোকিত করুন।",0
4449,"বাতাসের স্বপ্ন , তারা তারকাদের স্পর্শ করার উপায় প্রদর্শন করবে।",0
4450,"নদীর প্রবাহে প্রবাহ , নমনীয়তার দ্বারা জীবনের উত্থান -পতনের মুখোমুখি",0
4451,"কবিতায় কোনও কবিতা নেই , অযৌক্তিক শব্দের একটি গাদা রয়েছে।",1
4452,গুজরাটি খাবারগুলি সুস্বাদু এবং বৈচিত্র্যময়।,0
4453,"পরাজয় এবং বিজয়ের খেলাটি বুঝতে , কঠোর পরিশ্রমের সাথে জীবনযাপন করুন , হাসির সাফল্যের গন্তব্যে পৌঁছান।",0
4454,"জীবন একটি নদী , প্রতিটি পালা , হাসি এবং প্রবাহ , মজা করুন একটি নতুন দৃশ্য রয়েছে।",0
4455,"সুরক্ষা বর্ম পরিধান করুন , ডিজিটাল বিশ্বেও সতর্কতা অবলম্বন করুন।",0
4456,"আবেগের একটি মশাল আলোকিত করুন , কাজ প্রতিটি লক্ষ্য কাজ করবে।",0
4457,"বাতাসে আশাগুলি ঘা , ঘুড়ির মতো জীবনকে বাড়িয়ে তুলুন।",0
4458,সোশ্যাল মিডিয়ায় আপনার ক্রোধ উত্তোলন করে কোনও লাভ নেই !,1
4459,"পরাজয় এবং বিজয়ের খেলাটি বুঝতে , স্বাস্থ্যের মেঝেতে অবিচ্ছিন্নভাবে হাঁটুন।",0
4460,ভাওয়ানগরের গড়ি সার যাদুঘর ইতিহাস প্রেমীদের জন্য আকর্ষণ।,0
4461,"The। পিতার হাতে বিশ্বাস করুন , প্রতিটি কঠিন  অতিক্রম করুন এবং এগিয়ে যান।",0
4462,"স্বল্প মুহুর্তগুলিতে রংধনুটি সন্ধান করুন , এটি একটি বড় দৃশ্য , প্রকাশ্যে লাইভ।",0
4463,"সততা এবং সত্যের সাথে বেঁচে থাকুন , জীবন  হবে।",0
4464,"Gr। গারবা রাসের রঙিন পোশাক এবং কাঁপুনি পদক্ষেপ , উত্সাহ উত্সাহ।",0
4465,আপনি কি আপনার পা দিয়ে পেইন্টিং তৈরি করেছেন ?,1
4466,"বন্ধুদের পাশে হাসুন , হাসির রঙে স্মৃতিতে জীবনের যাত্রা সংরক্ষণ করুন।",0
4467,সংগীতটি  ধীর যে আপনি ঘুমাতে পারেন।,1
4468,এটি  একটি ভাল চলচ্চিত্র যা এটি দেখার পরে আপনি আপনার চোখকে বিশ্বাস করবেন না। ( সত্যিই অবাক হওয়ার মতো নয় ),1
4469,"পরীক্ষার জগতে রামো , আবিষ্কারের একটি প্রদীপ জ্বালান , নতুন জানুন।",0
4470,"খোলা আকাশের নীচে তাঁবুতে ঘুমানো , প্রকৃতির অঞ্চলে শোষিত হয়ে।",0
4471,"নতুন দক্ষতা শেখা , অগ্রগতির মাধ্যম খুলুন।",0
4472,"নদীর প্রবাহে প্রবাহ , ধৈর্য সহকারে জীবনের উত্থান -পতনের মুখোমুখি",0
4473,"এটা কি গোল , এটি ডিম দেখাচ্ছে !",1
4474,পিয়ানোবাদকের অভিনয়টি  দুর্দান্ত ছিল যে শ্রোতারা অনুভব করেছিলেন যে তারা একটি সার্কাস দেখছেন,1
4475,"সূর্যের রশ্মি আলিঙ্গন করুন , নতুন দিনের সতেজতা দিয়ে নিজেকে জাগিয়ে তুলুন",0
4476,"অন্যকে সাহায্য করার জন্য হাত প্রসারিত করুন , সুখ ভাগ করে নিজেকে প্রস্ফুটিত করুন।",0
4477,"সাহায্যের সহায়তা প্রসারিত করুন , সুখের  েউ হিসাবে সবাইকে স্পর্শ করুন।",0
4478,"আমি অনুভব করি যে আমি সমাজে নয় , একটি প্রত্যন্ত গ্রামে বাস করছি।",1
4479,"It। এটি সময়ের অনেক ভালবাসা , জীবনের যত্ন নিন।",0
4480,"নদীর প্রবাহে প্রবাহ , জীবনের যাত্রাটিকে আনন্দদায়ক করুন।",0
4481,"সততার সাথে লাইভ করুন , সত্যের পথে চলুন , জীবন  হবে।",0
4482,"বাতাস প্রবাহিত হলে নমনীয় থাকুন , আপনার গন্তব্যটি নিজেই স্থির করুন।",0
4483,"Only। অনলাইন সংযোগ ব্রিজ , দূরত্ব মুছে ফেলুন , বন্ধুত্ব বাড়ান।",0
4484,"ইন্টারনেটে গণিতের প্রশ্নের উত্তর খুঁজে পাওয়া   , যেমন একটি নিখুঁত ব্যাংক লুট করা।",1
4485,"যা আছে তার জন্য কৃতজ্ঞ থাকুন , প্রতিটি মুহুর্তের আশীর্বাদগুলি উপলব্ধি করুন।",0
4486,"তাঁর চলচ্চিত্রগুলি কেবল বাচ্চাদের দ্বারা দেখা উচিত , প্রবীণদের জন্য কিছুই হয় না !",1
4487,"ক্ষমা করতে শিখুন , ক্ষতগুলি পূরণ করুন , সম্পর্কগুলি শক্তিশালী।",0
4488,অঙ্কনটি  ভাল যে এটি ডাস্টবিনে কোনও জায়গা খুঁজে পাবে না।,1
4489,"কোডে সংগীতের স্বরগুলি বুনান , প্রযুক্তির মাধ্যমে মনকে স্পর্শ করুন।",0
4490,"দাদীর গল্পগুলিতে হারানো , জীবনের বইয়ের ছোঁয়া পৃষ্ঠাগুলি খোলার।",0
4491,"প্রকৃতির কোলে শান্তি সন্ধান করুন , শান্তি থেকে ফিরে আসুন এবং বিশ্বে শান্তির বার্তাও ছড়িয়ে দিন।",0
4492,"সূর্যের রশ্মি দিয়ে জেগে উঠুন , জীবনের মুহূর্তটি বেঁচে থাকুন।",0
4493,আমি মনে করি গণিতের অর্থ দিনরাত ডেটা সংগ্রহ করা এবং  শেষ না হওয়া প্যাটার্নটি সন্ধান করা।,1
4494,"প্রতিটি সমস্যার তাদের সমাধান সোশ্যাল মিডিয়ায় পাওয়া যায় , তারা নিজেকে ভাবার চেষ্টা করে না !",1
4495,"আপনার অঙ্কনের দিকে তাকিয়ে দেখে মনে হচ্ছে আপনি আর্ট স্কুল  দেখেন নি , বা সেখানে ঘুমাতেন না !",1
4496,"বন্ধুরা , হাসির হাসি , প্রতিটি মুহুর্তকে স্মৃতিগুলির মালাগুলিতে সংরক্ষণ করে।",0
4497,"সকালের রশ্মিকে আলিঙ্গন করুন , নতুন দিনের প্রত্যাশা নিয়ে ফুল ফোটান।",0
4498,"এমনকি ছোট মুহুর্তগুলিতেও সুবাস সন্ধান করুন , এটি খুব স্বাচ্ছন্দ্যযুক্ত , প্রকাশ্যে লাইভ।",0
4499,"ছোট হাতে স্বপ্নের  , শৈশব হাসির মিষ্টি।",0
4500,"পাহাড়ের উচ্চতা স্পর্শ করার স্বপ্ন দেখুন , কঠোর পরিশ্রমের ডানা রেখে আকাশকে পরিমাপ করুন",0
4501,প্রতিমাটির আকারটি  বিশাল যে ঘরে রাখার জায়গাটি পাওয়া যাবে না।,1
4502,"কঠোর পরিশ্রমের  মিষ্টি , হাল ছাড়বেন না , প্রচেষ্টায় বিজয় রয়েছে।",0
4503,"নদীর প্রবাহে প্রবাহ , নমনীয়তার সাথে জীবনের উত্থান -পতনগুলি অতিক্রম করুন।",0
4504,"জীবনের পথে বন্ধুত্বের সাথে , প্রতিটি পদক্ষেপ  করে তোলে।",0
4505,"প্রত্যেকে সময়ের  , তাঁর কাছ থেকে কিছু শিখুন , কিছু বলুন।",0
4506,"বাতাসের সাথে নাচ , উন্মুক্ততায় স্বাধীনতার গানটি গাই।",0
4507,খুচরা বিক্রয় - সর্বাধিক জনপ্রিয় যে কোনও জায়গায় বিক্রি করার কোনও উপায় আছে কি ?,1
4508,"আপনি ছাড়া ,  শ্রেণিটি চালাতে পারে না ,  এটি জানতে পারে।",1
4509,"বাতাসে স্বপ্নগুলি উড়িয়ে দিন , একগুঁয়েভাবে তাদের বাস্তবতা তৈরি করুন এবং সর্বাত্মক চেষ্টা করুন।",0
4510,"আমি কেবল একটি সরঞ্জাম , আপনি যা চান তা তৈরি করতে পারেন।",1
4511,"সকালের রশ্মিতে একটি সোনার নেকলেস পরুন , জীবনের একটি নতুন অধ্যায় শুরু করুন।",0
4512,"জীবন হিসাবে প্রতিটি মুহুর্ত অনুসরণ করুন , হাসতে হাসতে জীবনযাপন করুন , স্বপ্নগুলি দেখুন , সুন্দর স্মৃতি তৈরি করুন।",0
4513,"বন্ধুদের পাশে হাসুন , স্মৃতি ট্রেজারিতে জীবনের যাত্রা সংরক্ষণ করুন।",0
4514,"নেকলেসকে একটি সিঁড়ি তৈরি করুন , প্রতিবার আপনি কাজটি উঠতে উত্সাহিত করবেন।",0
4515,"সোশ্যাল মিডিয়ার আভাস , বাস্তব জীবনে অন্ধকার।",1
4516,"সময় সঠিকভাবে ব্যবহার করুন , সফ্টওয়্যার মাধ্যমে জীবন  করুন। (  ঘন্টা ছবি )",0
4517,"সূর্যের মতো জ্বলজ্বল করুন , অন্যের  আলোকিত করুন , আলো ছড়িয়ে দিন।",0
4518,"জনসাধারণ আর্থিক পরিস্থিতি অনুমান করার জন্য বাচ্চাদের খেলার মতো , কারণ তারা নিজেকে অর্থনীতির মাস্টার মনে করে।",1
4519,"কী ব্যাপার , আপনি শেখার সমুদ্র খুলেছেন !",1
4520,"পাহাড়ের চ্যালেঞ্জ গ্রহণ করুন , আরোহণের সময় প্রতিটি শ্বাসে শক্তিশালী হন।",0
4521,"হিংসা থেকে দূরে থাকুন এবং ঘৃণা করুন , জীবনকে ইতিবাচক করুন।",0
4522,ডাম্বেলটি তুলে নেওয়ার সময় দেখে মনে হচ্ছে যেন কেউ আমাকে বেঁধে দিয়েছে এবং আমাকে ফাঁসি দিয়েছে। (  ডাম্বেলগুলি মনে হয় যে কেউ আমাকে বেঁধে রেখেছে এবং আমাকে উল্টে ঝুলিয়ে দিয়েছে ) ),1
4523,অভিনেত্রীরা  বিখ্যাত যে তারা কাউকে চিনতে পারে না !,1
4524,"প্রতিদিন নতুন কিছু শিখুন , জ্ঞানের প্রদীপ জ্বালিয়ে দিন , অন্ধকার মুছে ফেলুন।",0
4525,আমি  জীববিজ্ঞান পড়েছি যে আমি ডিএনএ থেকেও ভয় পাই না।,1
4526,"ক্ষমা করতে শিখুন ,  হালকা , সম্পর্কের ফুলগুলি ফুল ফোটে।",0
4527,"চায়ের ফুটন্ত বাষ্প স্বপ্ন উত্থাপন করে , জীবনের অসীম আকাশকে স্পর্শ করে।",0
4528,"ক্ষমা করতে শিখুন ,  হালকা , সম্পর্কের বন্ধনগুলি শক্তিশালী হয়ে ওঠে।",0
4529,শারীরিক শিক্ষার শ্রেণিকক্ষে বেশিরভাগ নাটক রয়েছে।,1
4530,"`` তাই '' অনুসারী `` হওয়ার সাথে কী হবে , বাস্তব বিশ্বেও কিছু করুন ! ''",1
4531,"যদি অনুশীলন  বেশি উপকৃত হয় , তবে কেন ডাক্তার প্রতিটি রোগের জন্য জিমে যাওয়ার পরামর্শ দেন না ?",1
4532,"বলুন ,  শুনুন , জীবনের পাঠটি বুঝতে।",0
4533,"Your। পাহাড়ের শীর্ষ থেকে সূর্যোদয় , আপনার পায়ের নীচে বিশ্ব দেখে।",0
4534,"জীবন বইয়ের প্রতিটি অধ্যায় , অনন্য অভিজ্ঞতার একটি মূল্যবান যাত্রা।",0
4535,"পাহাড়ের উচ্চতা স্পর্শ করার স্বপ্ন দেখুন , কঠোর পরিশ্রমের ডানা রেখে আকাশকে পরিমাপ করুন",0
4536,"সত্যতার সাথে লাইভ করুন , সত্যের পথে চলুন , জীবন  হবে।",0
4537,"সততা এবং সত্যের সাথে বেঁচে থাকুন , জীবন  হবে।",0
4538,মানবতার সবচেয়ে সুন্দর রূপ দেখে সাহায্যের জন্য হাত বাড়ানো।,0
4539,Time। প্রতিটি তরঙ্গ পেরিয়ে কায়াককে মেঝেতে রেখে সময়ের রডারটি অতিক্রম করা হবে।,0
4540,"জীবন একটি মূল্যবান উপহার , এটি রাখুন এবং সুন্দরভাবে বেঁচে থাকুন।",0
4541,ঘুড়ির ফ্লাইট শৈশব অবহেলার   দেখায়।,0
4542,"জনগণের কণ্ঠস্বর উত্থাপন করুন , নির্বাচনে ভোট দিন।",0
4543,"এমনকি ছোট মুহুর্তগুলিতেও সুখ সন্ধান করুন , এটি খুব স্বাচ্ছন্দ্যযুক্ত।",0
4544,"সোশ্যাল মিডিয়ায় মানুষের দৃষ্টি আকর্ষণ করা খুব কঠিন ,  তাড়াতাড়ি সবকিছু পরিবর্তিত হয় !",1
4545,"বৃষ্টির গানগুলি গুনগুন , তৃষ্ণার্ত পাতাগুলি নতুন জীবন দেবে ( চিত্র : বৃষ্টিতে সবুজ পাতায় জলের ফোঁটা বিশ্রাম )",0
4546,অঙ্কনটি  ফিল্মের পোস্টারের চেয়ে  ভীতিজনক।,1
4547,"আমার সমাজসেবার কোনও ভয় নেই , আমি কেবল বিশ্বকে পরিবর্তন করতে চাই।",1
4548,"বাতাসের সাথে নাচ ,  দিয়ে জীবন সাজান , সুখ ছড়িয়ে দিন।",0
4549,"বইয়ের জ্ঞান দ্বারা আলোকিত  , নতুন কিছু শিখে প্রতি মুহূর্তে বিশ্ব পড়ুন।",0
4550,"The। মেশিন শেখার শক্তি জাগ্রত করুন , কৃত্রিম বুদ্ধিমত্তার সাথে অগ্রগতি করুন। ( একটি রোবটের হাতের ছবি )",0
4551,"নেকলেসকে একটি  তৈরি করুন , পরবর্তী জয়ের ভিত্তি রাখুন এবং শক্তিশালী হিসাবে এগিয়ে যান।",0
4552,"অভিজ্ঞতার বইটি পড়ুন , প্রবীণদের কথায় বোঝার  সন্ধান করুন।",0
4553,"সূর্যের রশ্মিকে আলিঙ্গন করুন , হাসির রঙগুলি দিয়ে নতুন দিনটি সাজান।",0
4554,"হিল স্টেশন , গুজরাটের মুকুট , যেখানে মেঘের স্পর্শ করার অনুভূতি রয়েছে।",0
4555,"আরে ভাই , আমি সারা রাত বাণিজ্য বইগুলি পড়েছি ,  মনে হচ্ছে সকালে আমি নিজে  ব্যবসায়ী হয়ে উঠব।",1
4556,"বইয়ের জ্ঞানের দ্বারা আলোকিত  , প্রতি মুহুর্তে নতুন কিছু শিখুন এবং আপনার বিশ্বকে আলোকিত করুন",0
4557,"বন্ধুদের পাশে হাসুন , স্মৃতি ট্রেজারিতে জীবনের যাত্রা সংরক্ষণ করুন।",0
4558,"জীবনের বালিতে আঙ্গুলগুলি , স্মৃতিগুলির সুন্দর মুহুর্তগুলি।",0
4559,কবিতাটি এতটাই জড়িয়ে আছে যে আমি  অর্থ বুঝতে পারি না।,1
4560,"আগুনের ছন্দে মজা সন্ধান করুন , পানিতে শান্তি সন্ধান করুন , নিজেকে নাচের আয়নাতে স্বীকৃতি দিন।",0
4561,"প্রতিদিন নতুন কিছু শিখুন , জ্ঞানের প্রদীপটি হালকা রাখুন।",0
4562,"প্রথম রশ্মিগুলি পাতাগুলি লালন করে , প্রতিটি মুহুর্তকে প্রত্যাশার সাথে  করে।",0
4563,জুনাগাদের বাহাদুর শাহের সমাধি গুজরাটের ইসলামিক স্থাপত্যের উদাহরণ।,0
4564,"আরে , এটাই মানুষের ভবিষ্যত !  আমাদের বাচ্চাদের শেখানোর দরকার নেই !",1
4565,"প্রকৃতির সাথে যান , নিজেকে যোগের ছন্দে নিয়ে যান।",0
4566,"সম্পর্কে অনেক প্রচার আছে , এটি কি  প্রতারণা ?",1
4567,"অন্যকে সহায়তা করতে , সুখ ভাগ করে নিতে , নিজেকে বাড়াতে হাত বাড়ান।",0
4568,"পুরানো গাছের ছায়ায় একটি  পড়া , জ্ঞানের নদী সময়ের নদীতে প্রবাহিত হয়",0
4569,শারীরিক শিক্ষার ক্ষেত্রে আমার সেরা পদক্ষেপটি  ক্লাস শেষ হয়।,1
4570,"সত্যই কাজ করুন , নামটি আলোকিত হবে।",0
4571,"জাগো দিয়ে সূর্যের সাথে , চাঁদের সাথে ঘুমো , জীবনের মুহূর্তটি বেঁচে থাকুন।",0
4572,চোরওয়াদ সি শোর পর্যটকদের জন্য একটি জনপ্রিয় জায়গা।,0
4573,"ব্যাংকের লোকেরা বলে যে   পাওয়া  , তবে সত্যটি হ'ল তারা কেবল প্রাকৃতিক নির্বাচনী।",1
4574,সমাজতাত্ত্বিক স্টাডিজ -  কোনও প্রোগ্রাম রয়েছে যেখানে প্রত্যেকের অধ্যয়ন সর্বদা নতুন এবং আধুনিক ?,1
4575,"ভাওয়ানগরের গারি অ্যাবস্ট্রাক্ট মিউজিয়াম ইতিহাসের পৃষ্ঠাগুলি উল্টে দেয় , যেখানে প্রাচীন জিনিস গল্প বলে।",0
4576,"বন্ধুদের পরিচালনা করুন , তারা জীবনের মূল্যবান ধন।",0
4577,"অ্যানিমেশনের যাদু , কল্পনা ডানা।",0
4578,"অন্যকে সাহায্য করার জন্য উত্সাহিত  , সুখ বাড়বে।",0
4579,আমি মনে করি আপনার ক্যারিয়ারে আপনাকে রেভালু করা দরকার,1
4580,"চ্যালেঞ্জগুলি সিঁড়ি , আরোহণ পাওয়া যাবে।",0
4581,"Gol। গোলগপা , খামান এবং ধোকলা গুজরাটের বিখ্যাত রান্না।",0
4582,নাটকের প্লটটি এতটাই বিরক্তিকর যে শ্রোতারা মাঝখানে ঘুমাবেন।,1
4583,এটি যে কোনও শিশুকে তৈরি করতে পারে !,1
4584,আমি মনে করি না  বইটিতে কোনও  ধারণা আছে।,1
4585,"আমি আমার ভক্তদের খুব ভালবাসি , তারা আমার শক্তি।",1
4586,"প্রকৃতি প্রসারিত করুন , এটি থেকে শান্তি এবং শক্তি পান।",0
4587,"এআইয়ের বোঝাপড়া  বেড়েছে ,  মানুষের কিছু ভাবার দরকার নেই !",1
4588,"অভিনেতা অভিনয় জানেন না , কেবল ক্যামেরার সামনে দাঁড়িয়ে আছেন।",1
4589,"প্রথম রশ্মি স্পর্শ করা , প্রত্যাশার ফুল খাওয়ানো।",0
4590,"এটি রোদ , সাহস জাগ্রত করুন , অসুবিধাগুলি অতিক্রম করুন , মেঝেটি সন্ধান করুন।",0
4591,"ফুলের কোমলতা শিখুন , সুগন্ধযুক্ত পুরো বিশ্ব।",0
4592,চিত্রকর্মটি  যে এটি শিম্পাঞ্জিও তৈরি করতে পারে।,1
4593,যদি আপনার গবেষণা কাগজটি পড়তে থাকে তবে আপনার জীবন নষ্ট হয়ে যাবে।,1
4594,"এগুলি কেবল ফ্যাশনেবল এবং স্টাইল , ভিতরে থেকে ফাঁকা !",1
4595,"গির জাতীয় উদ্যান হ'ল এশিয়ান লায়ন্সের প্রাকৃতিক আবাস , যেখানে তাদের গর্জন একটি জঙ্গলের গান হয়ে যায়।",0
4596,"বাতাসে স্বপ্নগুলি উড়িয়ে দিন , তাদের বাস্তবে পরিণত করার জন্য জোর দিন।",0
4597,"সরিষা হলুদ ফুল গুজরাটের মাঠে সোনার ফুল ফোটে , যেন পৃথিবী সূর্যের রশ্মিকে তার বুকে  েকে রেখেছে।",0
4598,"নবরাত্রি , দিওয়ালি এবং হোলি গুজরাটের প্রধান উত্সব।",0
4599,`` আমি মনে করি আপনি ভুল ক্যানভাস এঁকেছেন। '',1
4600,"বন্ধুদের সাথে পড়ুন , বোঝাপড়া ভাগ করুন , একে অপরকে উত্থাপন করুন।",0
4601,শিল্পী কী বলতে চায় তা আমি বুঝতে পারি না তবে এটি অবশ্যই গুরুত্বপূর্ণ কিছু,1
4602,এটি কি আপনার ছবি বা কেউ রঙে ভরা একটি বেলুন ভেঙে দিয়েছে ?,1
4603,"আমি খুব ভাগ্যবান যে আমি  টাকা এবং খ্যাতি পেয়েছি , আমার ভাগ্য ভাল।",1
4604,"সূর্য বের হওয়ার আগে জেগে উঠুন , হৃদয়ে জ্ঞানের রশ্মি জাগিয়ে তুলুন।",0
4605,"এয়ারপোর্ট ওয়াই-ফাইয়ের মতো জীবনে ধীর গতিও প্রয়োজনীয়। (   জীবনে , বিমানবন্দর ওয়াই-ফাইয়ের মতো ধীর গতিও প্রয়োজনীয় ) )",1
4606,শচীন টেন্ডুলকার এবং বিরাট কোহলি গুজরাটের বিখ্যাত ক্রিকেটার।,0
4607,মিউজিক ভিডিওতে  অনেক নৃত্যের চাল রয়েছে যা আমি সেগুলি শিখতেও সক্ষম  না,1
4608,"প্রথম বৃষ্টির সুগন্ধি , স্থল থেকে উত্থিত প্রত্যাশার সুগন্ধযুক্ত গন্ধ।",0
