,telugu_text,result
3476,"``  పెయింటింగ్ చాలా వాస్తవికమైనది , ఫ్లై కూడా కూర్చోవడానికి ప్రయత్నిస్తుంది . ''",1
3477,"యోగా ఆసనం ఏది , దీనిలో  కూడా నిబంధన ?",1
3478,"గాలిపటం గాలిలో గాలిపటం , ఓపెన్ స్కై లాగా నిర్లక్ష్యంగా ఉండటానికి గాలిపటం",0
3479,"ఇవి గణితంలో రూపాలు , అవి రోట్ కోసం మాత్రమే , నిజంగా అర్థం చేసుకోలేదు .",1
3480,"మీరు  చిన్న పని చేయమని చెబితే , అప్పుడు  నాటకం ప్రారంభమవుతుంది !",1
3481,"వారు భయపడతారు , ప్రోత్సాహాన్ని చూపించడానికి  సన్నివేశాన్ని కూడా ఇవ్వలేరు !",1
3482,"ప్రాజెక్ట్ గడువు యొక్క ఒత్తిడి చాలా ఉంది , ఆహారం కూడా రుచి చూడదు , నేను కోడింగ్ గురించి ఆలోచిస్తూనే ఉన్నాను .",1
3483,"నా సినీ కెరీర్‌తో నేను చాలా సంతోషంగా ఉన్నాను , నాకు ఫిర్యాదులు లేవు .",1
3484,"నది ఒడ్డున ప్రవహించే నీటిని చూడటం నేర్చుకోవడం , జీవిత ప్రవాహంతో ప్రవహించడం నేర్చుకోండి",0
3485,"నిజాయితీగా జీవించండి , సత్య మార్గంలో నడవండి , జీవితం సులభం అవుతుంది",0
3486,"తల్లి ఒడిలో ఆశ్రయం , తండ్రి నీడలో నీడ , జీవిత స్వరం సంబంధాల వైర్లను జోడిస్తుంది",0
3487,"గాలులు ప్రవహించినప్పుడు సరళంగా ఉండండి , మీ గమ్యాన్ని మీరే నిర్ణయించుకోండి",0
3488,"సూర్యుడు అస్తమించాడు , అప్పుడు బయటకు వస్తాడు , ప్రతి కష్టం ముగుస్తుంది , నమ్మండి",0
3489,"బూట్లు ఉన్నాయి , కానీ వాటికి కాళ్ళు లేవు ! ( బూట్లు ధరించకుండా నడుస్తోంది )",1
3490,"నర్తకి యొక్క దశలు చాలా తేలికగా ఉన్నాయి , అవి నేలమీద పడటం చూడలేము .",1
3491,"ప్రకృతి ఒడిలో నడవండి , శాంతితో తిరిగి వచ్చి శాంతి పాఠం నేర్పండి",0
3492,నేను కూడా దీన్ని చేయగలను ! ఇందులో ప్రత్యేక విషయం ఏమిటి ?,1
3493,చట్టం జీవితం అయితే జీవితం చాలా అనిశ్చితంగా ఉంది .,1
3494,"బ్యాంక్ ఖాతా ఉంటే , పిల్లలకు లిక్విడ్ చాక్లెట్ ఉన్న ప్రపంచం ఉంది , ప్రతిదీ ఉంది .",1
3495,భాష లేకుండా మనం ఎలా గెలుస్తాము ?,1
3496,"యొక్క హాస్యం చాలా చెడ్డది , అతని జోకులు విన్న తరువాత ఏడుస్తూ .",1
3497,"బ్యాంక్ ఛార్జ్ - ప్రతిదీ ఎల్లప్పుడూ ఉచితం , ఏదైనా బ్యాంక్ ఉందా ?",1
3498,"తల్లిదండ్రులను పాటించటానికి తప్పుడు నాటకం చేయండి , కానీ హృదయంలో ఇంకేమైనా చేయటానికి .",1
3499,"`` మీరు ఏమి ఆలోచిస్తున్నారో నాకు తెలియదు , కానీ అది పనిచేయడం లేదు . ''",1
3500,"తప్పుల నుండి నేర్చుకోండి , బలంగా ఉండండి , ముందుకు సాగండి",0
3501,"వేలాది మంది ఫోటోలను పంచుకుంటారు , కాని కెమెరాలో ఆనందం సంగ్రహించబడలేదు !",1
3502,"స్క్రిప్ట్‌ను వదిలి , హీరో వధువు కోసం చూస్తున్నాడు .",1
3503,"వ్యాయామశాలలో అతిపెద్ద అబద్ధం `` నొప్పి లేదు , లాభం లేదు ! ''",1
3504,"స్నేహితులను ఆలింగనం చేసుకోండి , కలిసి విలువైనది , ప్రతి క్షణం జీవించండి",0
3505,"సూర్యుని కిరణాలను ఆలింగనం చేసుకోండి , కొత్త రోజును నవ్వు రంగులతో అలంకరించండి",0
3506,"పెద్దలకు గౌరవం , చిన్నపిల్లల ప్రేమ , ఇది జీవితం యొక్క నిజమైన రుచి",0
3507,"నవ్వుతున్నప్పుడు వ్యాయామం చేయండి , మీ ఆరోగ్యాన్ని పెంచుకోండి",0
3508,"మీ సన్నాహక చాలా పొడవుగా ఉంది , మ్యాచ్ ముగుస్తుంది .",1
3509,"మీ డ్రాయింగ్ చాలా చెడ్డది , నేను నవ్వడానికి నన్ను ఆపాలి",1
3510,"ప్రజలు సోషల్ మీడియాలో సంతోషంగా కనిపించాలి , వారు లోపల సంతోషంగా లేనప్పటికీ !",1
3511,"డబ్బింగ్ ఆర్టిస్ట్ అన్ని క్రెడిట్ ఇవ్వాలి , నిజమైన వాయిస్ వినడం విలువైనది కాదు !",1
3512,"సామాజిక సంస్కరణ చేయాలనే భయం నాకు లేదు , నేను ప్రపంచాన్ని మార్చడానికి పని చేస్తున్నాను .",1
3513,"లైఫ్ బుక్ యొక్క అధ్యాయం పూర్తయింది , కొత్త అధ్యాయం ప్రారంభం యొక్క ఉత్సాహం",0
3514,"సోషల్ మీడియాలో ఒకరి చిత్రాన్ని చూస్తే , అతని గురించి ఎటువంటి అభిప్రాయం చేయకూడదు !",1
3515,"నాకు చాలా గణాంకాలు తెలుసు , డేటా విశ్లేషణకు నేను భయపడను .",1
3516,"కొత్త తరం తమకు ప్రతిదీ తెలుసు అని భావిస్తుంది , కాని వాస్తవానికి వారికి ఏమీ తెలియదు !",1
3517,"చిత్రాన్ని చూసి , నేను నా కళను అనుమానించడం ప్రారంభించాను.మీ ప్రతిభ పనికిరానిది !",1
3518,"తప్పుల నుండి నేర్చుకోండి , బలంగా ఉండండి , ముందుకు సాగండి",0
3519,"కేవలం  బుడగ , ఇది త్వరలోనే పేలిపోతుంది !",1
3520,"ఇతరుల ఆనందంలో పాల్గొనండి , మీరే వికసించండి",0
3521,"ఓహ్ వావ్ ,   మనుషులకన్నా తెలివిగా మారింది ! ఇప్పుడు నిరుద్యోగానికి భయం లేదు !",1
3522,`` ఇలాంటివి చేయడానికి మీరు మీ సమయాన్ని ఎందుకు వృధా చేస్తారు అని నేను ఆశ్చర్యపోతున్నాను . '',1
3523,`` మీ పెయింటింగ్ చూడటానికి 3 డి గ్లాసెస్ అవసరమని నేను భావిస్తున్నాను . '',1
3524,"గాలులతో నృత్యం చేయండి , బహిరంగంగా జీవితం యొక్క తాజాదనాన్ని అనుభవించండి",0
3525,"శోధన యొక్క చాలా ఒత్తిడి ఉంది , నా జుట్టు తెల్లగా మారుతుందని నేను భావిస్తున్నాను .",1
3526,లాడ్‌గీర్‌లో ప్రవేశం - ఏదైనా జోక్ ఉందా ?,1
3527,"నిజాయితీగా జీవించండి , సత్య మార్గంలో నడవండి , జీవితం సులభం అవుతుంది",0
3528,శివుడికి చెందిన పన్నెండు జ్యోతిర్లింగస్‌లో సోమ్నాథ్ ఆలయం ఒకటి,0
3529,"హీరోలు సోషల్ మీడియాలో ఏర్పడతారు , వాస్తవానికి తప్పుడు .",1
3530,"డబ్బు ప్రతిదీ అర్థం చేసుకుంటుంది , మానవత్వం ఖర్చు లేదు .",1
3531,"ఉదయం రే విండో పీపింగ్ , కొత్త రోజు నవ్వుతూ వస్తుంది",0
3532,"నేను అలాంటి బడ్జెట్ చేస్తాను , నేను కదిలే ఆర్థిక మంత్రిని అని అనుకుంటున్నాను .",1
3533,సోషల్ మీడియాలో ధోరణి వెనుక పరుగెత్తటం మూర్ఖత్వం తప్ప మరొకటి కాదు !,1
3534,సహకారం యొక్క ప్రయాణం జీవిత మార్గాన్ని సులభతరం చేస్తుంది,0
3535,"నర్తకి యొక్క దశలు చాలా లయబద్ధమైనవి , గడియారం యొక్క సూదులు కూడా బ్లషింగ్ అవుతాయి .",1
3536,"అన్నింటికంటే , ఏదైనా విషయంపై మాట్లాడగల  సృష్టించబడింది.ఇప్పుడు అతను చెప్పడానికి ఏదైనా ఉందో లేదో చూడాలి .",1
3537,"ప్రతి ఒక్కరూ సోషల్ మీడియాలో చాలా పరిపూర్ణంగా కనిపిస్తారు , నా జీవితంలో ఏదో తప్పు ఉన్నట్లు అనిపిస్తుంది . ( సోషల్ మీడియాలో ప్రతి ఒక్కరూ చాలా పరిపూర్ణంగా కనిపిస్తారు",1
3538,"చాలా మంది ఇష్టాలు మరియు వ్యాఖ్యలను పొందిన తరువాత కూడా , నా విషయాన్ని ఎవరూ అర్థం చేసుకోలేరని తెలుస్తోంది . ( చాలా ఇష్టాలు మరియు వ్యాఖ్యలను పొందిన తరువాత కూడా , ఇది అనిపిస్తుంది",1
3539,"భవిష్యత్తు , మనకు నచ్చినా , ఇష్టపడకపోయినా !",1
3540,సూరత్ యొక్క వజ్రాల పరిశ్రమ ప్రపంచంలో ప్రసిద్ధి చెందింది,0
3541,"ప్రకృతి ఒడిలో నడుస్తున్న దశలు , స్వచ్ఛమైన గాలి , ఆకుపచ్చ ఉత్సాహం",0
3542,"మీ కోడ్ చాలా గట్టిగా ఉంది , దీనికి చదవడానికి చాలా శక్తివంతమైన సూక్ష్మదర్శిని అవసరం .",1
3543,,0
3544,మీ చేతిలో దిక్సూచి లేనట్లు మీరు గీయండి .,1
3545,"జీవితం  బహిరంగ కవిత , ప్రతి తరంగంలో సంగీతాన్ని కనుగొనండి , పాడండి మరియు పాడండి",0
3546,"పాత చెట్టు నీడలో శాంతి సముద్రం , సమయం అలసటను చెరిపివేస్తుంది",0
3547,"పుస్తకాలు నా ముందు ఉన్నాయి , అవి అలంకరణ కోసం మాత్రమే , నేను ప్రతిదీ గుర్తుంచుకున్నాను .",1
3548,"సూర్యుడిలా మెరుస్తూ , ఇతరుల మార్గాన్ని ప్రకాశవంతం చేయండి",0
3549,భాష లేకుండా మనం ఎలా నేర్చుకోవచ్చు ?,1
3550,"స్నేహితులను ఆలింగనం చేసుకోండి , వారు జీవితానికి విలువైనవారు , ప్రతి క్షణం జరుపుకుంటారు",0
3551,"ప్రకృతి ఒడిలో నడవండి , శాంతి అనుభవంతో తిరిగి వెళ్ళు మరియు ఇతరులకు శాంతి పాఠం నేర్పండి",0
3552,కంటే ఎక్కువ ఆసక్తి ప్రచారంలో ఉన్నట్లు అనిపిస్తుంది !,1
3553,"కంప్యూటర్ , జ్ఞానం యొక్క నిధి , ప్రతి క్లిక్‌లో కొత్త ప్రయాణం ప్రారంభమవుతుంది",0
3554,"`` చిత్రాలు పెట్టడం ద్వారా ,  క్షణాలను జీవించడం ద్వారా మీకు చెప్పడం చాలా ముఖ్యం ! ''",1
3555,ఇది ప్రసిద్ధ ఆర్ట్ పీస్ అనుకరణనా ?,1
3556,రోజుల్లో నా జీవితంలో రెండు విషయాలు మాత్రమే ఉన్నాయి - కీబోర్డ్ మరియు మౌస్ .,1
3557,రోజుల్లో నా జీవితంలో రెండు విషయాలు మాత్రమే ఉన్నాయి - నేరం మరియు శిక్ష .,1
3558,"ఎవరైనా సంతాప సమావేశానికి హాజరవుతున్నట్లుగా , చాలా నెమ్మదిగా నడుస్తున్నారు .",1
3559,"పెయింటింగ్ మంచిదా లేదా చెడ్డదా అని నాకు తెలియదు , కానీ ఇది ఖచ్చితంగా బోరింగ్",1
3560,"మీరు ఫుట్‌బాల్ మ్యాచ్‌ను ఆస్వాదించినప్పుడు , ప్రజల యొక్క అతిపెద్ద డిమాండ్ - శబ్దం .",1
3561,"నాకు పని చేయాలనే భయం లేదు , నేను  కావడానికి పని చేస్తున్నాను .",1
3562,"డ్రీమ్ రెక్కలు ఇవ్వండి , వారు ఆకాశాన్ని తాకుతారు , దానిని కొత్త ఎత్తులకు తీసుకువెళతారు",0
3563,ప్రజలను ఆశ్చర్యపరిచే కొత్త మార్గం - ఆంగ్లంలో అభివృద్ధి యొక్క అర్ధాన్ని చెప్పడానికి .,1
3564,"పరీక్ష తర్వాత చాలా సమయం ఉంది , నేను పుస్తకాలను కూడా తాకడం ఇష్టం లేదు .",1
3565,"మీ కళాకృతిని చూస్తే , అదే విషయం గుర్తుకు వస్తుంది - సిగ్గుచేటు .",1
3566,వర్షం యొక్క మొదటి చుక్క జీవితంలో కొత్త ఆరంభం యొక్క సువాసనను తెస్తుంది,0
3567,"ఇది నేను పుస్తకాలతో చుట్టుముట్టాను , ఇవన్నీ నటిస్తున్నాయి , వాస్తవానికి నేను బంగారం యొక్క సాకు కోసం చూస్తున్నాను .",1
3568,"వర్షపు చుక్కలతో స్నానం చేసిన చెట్లు , ప్రకృతి స్నానం చూడటం వేరే సరదా",0
3569,గుజరాత్ యొక్క అదానీ పోర్ట్ భారతదేశంలో అతిపెద్ద ఓడరేవు,0
3570,"పుస్తకాలతో మాట్లాడండి , జ్ఞానం యొక్క నిధిని పొందండి",0
3571,"గార్బా రాస్ గార్బా నృత్యం  శక్తివంతమైన మరియు రంగురంగుల పండుగ , దీనిలో కదిలే రంగులు ఎగిరే పువ్వులలా కనిపిస్తాయి",0
3572,"కవిత చాలా అసభ్యంగా ఉంది , పిల్లలను వినలేము .",1
3573,"మీ డ్రాయింగ్ చూస్తే , క్రేయాన్ ఉపయోగించే ముందు మీరు వారిపై దాడి చేసినట్లు తెలుస్తోంది .",1
3574,"కష్టపడి పనిచేయండి , మీరు ఖచ్చితంగా పండ్లు పొందుతారు , వదులుకోవద్దు",0
3575,"తండ్రి చేతిలో నమ్మకం , ప్రతి కష్టమైన పర్వతాన్ని దాటి గమ్యస్థానానికి చేరుకోండి",0
3576,"ఉదయం కిరణాలు కిటికీని తాకుతాయి , ఆనందం యొక్క కొత్త రోజును తెస్తాయి",0
3577,"తల్లి ఒడిలో శాంతిని కనుగొనండి , ప్రేమలో ఎదగండి మరియు ప్రపంచాన్ని ఆలింగనం చేసుకోండి",0
3578,రోజు వాతావరణం ఆడటం సరైందేనని నేను అనుకోను ! ( సరైన సీజన్‌లో ఆటకు సరైనది ),1
3579,"మీరు లేకుండా , మనమందరం సైన్స్ ద్వారా పరధ్యానం చెందుతాము , మాకు మీ అలవాటు ఉంది .",1
3580,"పుస్తకాల సముద్రంలోకి ప్రవేశించండి , పదాల తరంగాలలో జ్ఞానం పొందండి",0
3581,"స్క్రిప్ట్‌లో అలాంటి బగ్ ఉంది , దీన్ని వేగంగా అమలు చేయడానికి సరదాగా ఉండదు .",1
3582,రోజుల్లో నా జీవితంలో రెండు విషయాలు మాత్రమే ఉన్నాయి - కస్టమర్లు మరియు అమ్మకాలు .,1
3583,నేను  రోజు మాత్రమే వెయిట్ లిఫ్టింగ్ చేస్తానని అనుకుంటున్నాను.కార్డియో బోరింగ్ .,1
3584,"జీవితం  బహిరంగ రంగోలి , అడుగడుగునా రంగును పూరించండి , ప్రత్యక్షంగా నవ్వుతుంది",0
3585,"నది వంటి ఫైమ్రీ , ప్రతి చక్రంలో శక్తిని మేల్కొల్పండి",0
3586,"డిగ్రీ 100 % తీసుకురండి , కాని ఇంటికి వెళ్ళే మార్గం మర్చిపోయాను .",1
3587,"భయాన్ని తొలగించండి , విశ్వాసాన్ని మేల్కొలపండి , నృత్య ఉచిత ఆకాశంలో ఎగరండి",0
3588,"ప్రతి సవాలును దాటండి , ధైర్యాన్ని కోల్పోకండి",0
3589,"మీ ఉపయోగంలో తర్కం లేదు , కేవలం మ్యాజిక్ .",1
3590,"తల్లి ఒడిలో శాంతిని కనుగొనండి , మమ్టా సముద్రంలో స్నానం చేయండి",0
3591,"నేను గణితం యొక్క ఇంద్రజాలికుడు కాదు , గణితం .",1
3592,"ఓటమిని తెలుసుకోండి , మీరు గెలవడానికి  మార్గం పొందుతారు",0
3593,"చాలా ప్లాస్టిక్ సర్జరీ తరువాత , ఇప్పుడు నిజమైన ముఖం తప్పిపోలేదు !",1
3594,"సానుకూల ఆలోచనను అవలంబించండి , లైఫ్ లైఫ్ నవ్వు",0
3595,"అతనికి ఒకే డైలాగ్ ఉంది , `` నేను చెప్పింది నిజమే ! ''",1
3596,"నాకు చాలా డబ్బు మరియు కీర్తి లభించినందుకు నేను చాలా అదృష్టవంతుడిని , నా అదృష్టం మంచిది .",1
3597,"కళాకారుడి బ్రష్ నుండి , ఖాళీ కాన్వాస్‌పై రంగురంగుల ప్రపంచం ఏర్పడుతుంది",0
3598,"సూర్యుడు మునిగిపోయిన తరువాత చంద్రుని ప్రకాశం , చీకటిలో  యొక్క విలువైన దీపం",0
3599,"విండ్స్ యొక్క నృత్యంలో చేరండి , రంగులతో నృత్య జీవితం",0
3600,"తప్పుల నుండి నేర్చుకోండి , మంచి వ్యక్తిగా మారే మార్గంలో నిరంతరం నడవండి",0
3601,అందరూ ఎంత సంతోషంగా ఉన్నారు ? నాలో ఏదైనా కొరత ఉందా ?,1
3602,"పర్వతాల పైభాగంలో జెండాను  పుతూ , జీవిత సవాళ్ళపై విజయం",0
3603,"సోషల్ మీడియాలో మిమ్మల్ని పెద్ద మనిషిగా పరిగణించవద్దు , నిజ జీవితంలో మీరు అందరిలాగే మానవుడు !",1
3604,"తండ్రి చేతిలో నమ్మండి , ప్రతి కష్టమైన పర్వతాన్ని దాటి నేల చేరుకోండి",0
3605,"కేవలం మూడు -గంటల చిత్రం , కేవలం  రోజు  .",1
3606,"క్రొత్త ఆవిష్కరణ తర్వాత చాలా సమయం ఉంది , నేను టెస్ట్ ట్యూబ్‌ను తాకడం ఇష్టం లేదు .",1
3607,"కవితలో , కవి యొక్క మెదడు కవిత్వం యొక్క అర్థం ఎక్కడ అర్థం కాలేదు .",1
3608,"సంస్థలు లాభాలను చూపుతున్నాయి , ఇదంతా నెపంతో ఉంది , వాస్తవానికి ఇది ప్రజలను మోసం చేయడానికి  మార్గం .",1
3609,"సూర్యకాంతిలో స్నానం చేయండి , అంచనాల పువ్వులు వికసిస్తాయి",0
3610,"స్మైల్ చాలా అందమైన ఆభరణాలు , ఎల్లప్పుడూ ధరించండి , నవ్వండి",0
3611,"కోడింగ్ పట్ల అభిరుచి , సాంకేతికత యొక్క ప్రయాణం",0
3612,"జట్టు యొక్క బలం మీద విశ్వాసం తలెత్తండి , ఎత్తులను కలిసి తాకండి , తరంగాలను సృష్టించండి",0
3613,"సమతుల్యతను కొనసాగించండి , పని మరియు సౌకర్యం యొక్క సమన్వయాన్ని ఉంచండి , సంతోషంగా ఉండండి",0
3614,మీ  ఖచ్చితంగా అర్ధంలేనిది.మీరు  ప్రొఫెషనల్ నుండి నేర్చుకోవడానికి ప్రయత్నిస్తారు .,1
3615,"సూర్యుడు మునిగిపోయిన తరువాత వైర్ల ఆడంబరం , రాత్రి ఆశను పెంచుతుంది",0
3616,"నేను చాలా రిజర్వ్ మరియు పిరికి వ్యక్తిని , కెమెరాను ఎదుర్కోవడం నాకు ఇష్టం లేదు .",1
3617,"కలలకు గాలిని ఇవ్వండి , వారు ఆకాశాన్ని తాకుతారు , దానిని కొత్త ఎత్తులకు తీసుకువెళతారు",0
3618,"`` ఇది చాలా ఆశ్చర్యంగా ఉంది , ఇది నన్ను ఏడవడానికి దాదాపు బలవంతం చేస్తుంది . ''",1
3619,వేలాది భాషలు తెలుసుకున్నాయని పేర్కొన్నాయి కాని నా తల్లి తిట్టడం కూడా అర్థం కాలేదు .,1
3620,"ఎన్నికలు , ప్రజా బలం యొక్క ప్రదర్శన",0
3621,"సూర్యుని కిరణాలను ఆలింగనం చేసుకోండి , కొత్త రోజులో అంచనాల దీపాన్ని వెలిగించండి",0
3622,"తల్లి డాక్‌లో కలలు కంటున్నది , భద్రత నీడలో పెరుగుతుంది",0
3623,"వారానికి ఒకసారి జిమ్‌కు వెళ్లడం కూడా సరిపోతుంది , అది సరిపోతుంది !",1
3624,"తల్లి ఒడిలో శాంతి మహాసముద్రం , తండ్రి భుజాలపై నమ్మకం ఇల్లు , సంబంధాల వైర్లను అనుసంధానించే జీవిత పాట",0
3625,లాలీ యొక్క తీపి స్వరం నిద్రపోతున్న పిల్లలను  ప్రపంచంలోకి తీసుకువెళుతుంది,0
3626,వాస్తుశిల్పి బహుశా  కార్యాలయాన్ని రూపొందించిన జైలులో ఉండాలని కోరుకుంటాడు .,1
3627,"ప్రకృతితో స్నేహం చేయండి , ఆమె జీవితాన్ని గడపడానికి మార్గం బోధిస్తుంది",0
3628,"జీవిత లోతులను అనుభవించడానికి , తరంగాల రస్టల్ వింటున్నప్పుడు సముద్ర తీరంలో కూర్చోవడం",0
3629,శిల్పిని విగ్రహంగా మార్చడానికి నైపుణ్యం లేదు .,1
3630,మీ ప్రతిభ ఖజానాలో మూసివేయబడింది.అతన్ని బయటకు తీసుకురావాల్సిన అవసరం లేదు .,1
3631,భాష లేకుండా మనం ప్రపంచాన్ని ఎలా మార్చగలం ?,1
3632,"గుజరాత్ యొక్క అదాని పోర్ట్ , బిజినెస్ ఆర్టరీ , ఇక్కడ సంబంధాలు దేశం మరియు ప్రపంచంతో కనెక్ట్ అవుతాయి",0
3633,చిన్ననాటి ఫాంటసీల ప్యాలెస్ సృష్టించడానికి చిన్న చేతుల్లో మట్టి ఇల్లు,0
3634,"ద్వేషం యొక్క అగ్నిని చల్లారు , ప్రేమ యొక్క దీపాన్ని కాల్చండి , ప్రపంచంలో స్థిరపడ్డారు",0
3635,"కీబోర్డ్ యొక్క సంగీత రోల్ , పదాల సంగీతం ఆడుతుంది",0
3636,"నది ప్రవాహంలో ప్రవాహం , వశ్యతతో జీవితంలోని హెచ్చు తగ్గులు దాటండి",0
3637,"ఇచ్చిన వాటిని ఇతరులకు కాల్చండి , ఆనందం పెరుగుతుంది",0
3638,"సంవత్సరాలుగా , మీరు దీన్ని నేర్చుకున్నారా ?  రేఖ కూడా చేయలేకపోయింది !",1
3639,"నేను ఇంద్రజాలికుడు అవుతాను , వాణిజ్య విద్యార్థి కాదు .",1
3640,"వారు ఒకే రకమైన రోల్స్ చేస్తూనే ఉన్నారు , క్రొత్తగా చేయాలని అనుకోకండి !",1
3641,"తప్పుడు అహంకారాన్ని చూపించడానికి , మీ లోపాలను దాచండి",1
3642,"నది ఒడ్డున నడుస్తున్న మెట్లు , జీవిత ప్రవాహంతో నడవండి",0
3643,"సూర్యుడితో మేల్కొలపండి , ఉదయం గాలిలో బలాన్ని కరిగించండి",0
3644,ఎవరైనా  డ్రాయింగ్ చేశారని నేను నమ్మను .,1
3645,"పర్వతాల ఎత్తును తాకే అభిరుచిని మేల్కొలపండి , హార్డ్ రెక్కలతో ఎగరండి",0
3646,"ఇది అవినీతికి విరుద్ధమని ప్రభుత్వం పేర్కొంది , కాని అవినీతికి వ్యతిరేకంగా ఉండటానికి ప్రత్యేక మార్గం లేదు .",1
3647,"స్నేహితులను ఆలింగనం చేసుకోండి , విలువైన మద్దతు ఉంది , ప్రతి క్షణం జీవించండి",0
3648,"జీవశాస్త్ర విషయం సరైన పిల్లల కోసం , వారు  టీలో విత్తనాలను జోడించలేదు .",1
3649,నేను మునుపటి జీవితంలో కూడా నాగరికత గురించి ఆలోచించేవాడిని .,1
3650,`` మీ పెయింటింగ్ చూడటం ద్వారా కూడా ఎవరూ అర్థం చేసుకోలేరని నేను అనుకుంటున్నాను . '',1
3651,"చాలా వేగంగా నేర్చుకుంటుంది , అయినప్పటికీ నేను నన్ను ఓడించలేను .",1
3652,"తల్లి నవ్వులో దాచిన ప్రేమ , జీవిత జీవితంలో ఎక్కువ",0
3653,గాలుల గాలులతో సూర్యుడు చూసే సూర్యుడు ప్రతి క్షణం ప్రకాశిస్తాడు,0
3654,రాజకీయాలను మార్చడానికి మంచి సమయం ఉంది - ఎందుకంటే ఏమీ జరగడం లేదు .,1
3655,"ఇది సమాజం , ఇది శక్తివంతమైన ప్రజలకు మాత్రమే , ఇది బలహీనమైనవారికి కష్టమైంది .",1
3656,"జీవితం  బహిరంగ కవిత , ప్రతి లయలో ఆనందం యొక్క సంగీతాన్ని కనుగొనండి , పాడండి మరియు పాడండి",0
3657,నేషనల్ పార్క్ ఆసియా లయన్స్ యొక్క  నివాసం,0
3658,నేను  రోజు అందరినీ ఓడిస్తానని ఖచ్చితంగా అనుకుంటున్నాను ! ( ఆటలో బలహీనమైన ఆటగాడు ),1
3659,"ఇది రక్షణ , ఇవన్నీ మోసం , వాస్తవానికి ఇది వన్యప్రాణులను చంపడానికి  సాకు .",1
3660,"తండ్రి చేతిలో నమ్మండి , ప్రతి కష్టమైన పర్వతాన్ని దాటి నేల చేరుకోండి",0
3661,"జీవితం యొక్క గాలిపటం గాలులలోకి చెదరగొట్టండి , అంచనాల రంగును బహిరంగంగా నింపండి",0
3662,లోథల్ సింధు లోయ నాగరికతలో భాగమైన  పురాతన నగరం,0
3663,"పువ్వుల చిరునవ్వు చూడండి , పాజిటివిటీ యొక్క రంగును తీసుకోండి",0
3664,"నేను చాలా చదివాను , నేను కదిలే ఎన్సైక్లోపీడియాగా భావిస్తాను .",1
3665,"మీరు లేకుండా అంతా ఆగిపోతుంది , మీకు ఇది తెలుసా ?",1
3666,"ప్రతిరోజూ నడపమని అడుగుతున్న వారు , వారు బహుశా `` డాక్టర్ '' కు బదులుగా `` హాస్యనటుడు '' కావాలని కోరుకుంటారు .",1
3667,భాష లేకుండా  దు  ఖాన్ని ఎలా వ్యక్తపరుస్తాము ?,1
3668,"సూర్యుని కిరణాలలో స్నానం చేయండి , అంచనాల పువ్వులు వికసిస్తాయి",0
3669,"అడవిలో నివసించడానికి నాకు భయం లేదు , నేను జీవవైవిధ్యాన్ని అధ్యయనం చేయాలనుకుంటున్నాను .",1
3670,"నవ్వుతూ జీవించండి , ప్రతి క్షణం ఆనందించండి మరియు స్మైల్స్‌తో సాంగ్ ఆఫ్ లైఫ్ పాడండి",0
3671,"సరిహద్దులు మెదడులో మాత్రమే ఉంటాయి , విచ్ఛిన్నం కోసం , ఫిట్‌నెస్ రెక్కలతో ఎగురుతాయి",0
3672,"నవరాత్రి , దీపావళి మరియు హోలీ గుజరాత్ యొక్క ప్రధాన పండుగలు",0
3673,"తండ్రి చేతిలో నమ్మండి , ప్రతి కష్టమైన మార్గాన్ని దాటి ముందుకు సాగండి",0
3674,"గాలులతో నృత్యం చేయండి , జీవిత బహిరంగతలో అంచనాల దీపాన్ని వెలిగించండి",0
3675,"నేల సువాసనలో తడిసిన , గ్రామ జ్ఞాపకాలు హృదయాన్ని తాకుతాయి",0
3676,"స్కై బ్లూనెస్ , అంచనాల మ్యాప్ , కలలకు ఎగరండి",0
3677,"వాసి , అంత చెమటతో స్నానం చేయవలసిన అవసరం ఉండదు .",1
3678,"గాలుల నృత్యంలో పోగొట్టుకోండి , ఆనందం యొక్క తరంగాలను తీయండి",0
3679,"ద్వేషపూరిత అగ్నిని ఆర్పివేయడం , ప్రేమ దీపం కాల్చడం , ప్రపంచంలో స్థిరపడింది",0
3680,"పేరిట , గాలి తినడానికి పనిచేస్తుంది !",1
3681,"మీ పెయింటింగ్ చాలా అస్పష్టంగా ఉంది , నేను పొగతో నిలబడి ఉన్నట్లు అనిపిస్తుంది .",1
3682,"వ్యక్తీకరణ ఇవ్వడం పేరిట , మీకు మాత్రమే కోపం వస్తుంది , ఇది  ?",1
3683,"నవ్వుతూ జీవించండి , ప్రతి క్షణం ఆనందించండి మరియు స్మైల్స్‌తో సాంగ్ ఆఫ్ లైఫ్ పాడండి",0
3684,"కష్టపడి  అలవాటు , సోమరితనం చెరిపివేయండి , రుచి విజయాన్ని తొలగించండి",0
3685,"సాంఘిక సంక్షేమ కార్యక్రమాలను నడుపుతున్న  ప్రభుత్వం  ప్రదర్శన , వాస్తవానికి ఇది ప్రజలను మోసం చేయడానికి  మార్గం .",1
3686,"ప్రకృతి స్వభావంలో నిద్రపోండి , శాంతిని కనుగొనండి , జీవితం యొక్క సరళతను అర్థం చేసుకోండి",0
3687,`` నేను  డ్రాయింగ్ లాగా పిల్లల బొమ్మలా కనిపిస్తున్నాను . '',1
